Order ID,Product ID,Customer ID,Sales,Profit,Quantity,Discount,TimeID
MX-2014-RA1988593-41888,OFF-AP-3878,RA-1988593,144,37,4,0,890
MX-2014-AG1090018-41880,OFF-AR-6105,AG-1090018,65,31,2,0,990
US-2015-BE1145582-42159,FUR-CH-4683,BE-1145582,139,-22,2,0.2,897
MX-2012-GP1474082-41227,OFF-SU-6160,GP-1474082,25,11,1,0,566
WA-2014-BB99089-42003,TEC-AC-5887,BB-99089,55,8,1,0,216
ID-2014-DC1285027-41774,FUR-CH-4629,DC-1285027,47,-24,2,0.5,690
IN-2014-DK1309058-41954,OFF-FA-6193,DK-1309058,40,20,3,0,1
CA-2015-JE15745140-42172,TEC-PH-3821,JE-157451408,65,17,1,0,280
ES-2013-DG1330064-41541,OFF-AR-3447,DG-1330064,268,21,5,0,475
IN-2015-DK1337527-42021,OFF-LA-5374,DK-1337527,76,17,6,0,793
IN-2013-GZ1454558-41625,FUR-FU-4104,GZ-1454558,120,25,4,0,543
ES-2013-JF1556545-41338,OFF-PA-6619,JF-1556545,131,26,5,0,550
ES-2013-LC1705045-41315,OFF-SU-4994,LC-1705045,82,22,2,0,1405
IN-2014-MG176807-41814,OFF-AR-5924,MG-176807,29,2,3,0.1,518
ES-2014-MS17770139-41945,OFF-BI-6372,MS-17770139,56,16,2,0,1042
IT-2015-PB1921064-42249,TEC-PH-5814,PB-1921064,100,-23,1,0.4,544
MG-2012-SH997584-40929,OFF-SU-4326,SH-997584,84,12,2,0,300
IN-2012-SB2017027-41208,OFF-PA-4146,SB-2017027,94,24,2,0,235
RS-2015-SB10290108-42082,OFF-SU-4980,SB-10290108,23,5,1,0,128
ES-2013-TB2125045-41541,OFF-EN-5022,TB-2125045,131,64,7,0,475
SF-2012-TS11430117-40943,OFF-BI-6370,TS-11430117,58,12,2,0,1196
US-2014-BW1120098-41646,OFF-SU-4131,BW-1120098,136,-59,7,0.4,274
US-2013-AS1024018-41391,TEC-CO-3703,AS-1024018,76,-40,2,0.602,1104
MX-2012-EH1399018-41069,TEC-PH-3128,EH-1399018,336,36,3,0,610
MX-2012-JO1528051-41198,OFF-ST-4282,JO-1528051,77,0,2,0,293
MX-2015-DL1349539-42305,OFF-FA-3061,DL-1349539,37,14,4,0,72
IR-2013-AH19560-41585,OFF-BI-6383,AH-19560,50,0,1,0,327
CM-2013-AR57022-41359,OFF-AP-4724,AR-57022,69,27,1,0,1059
TU-2014-BP1050134-41823,OFF-AP-3863,BP-1050134,58,-27,4,0.6,655
ES-2013-BS11755120-41406,OFF-AR-3495,BS-11755120,23,10,2,0,1044
MX-2013-CM1244518-41473,TEC-CO-6003,CM-1244518,163,11,2,0.002,266
ID-2013-CY127457-41441,OFF-PA-4484,CY-127457,29,0,2,0.1,413
ES-2013-DB1361548-41605,OFF-AR-3484,DB-1361548,59,24,3,0,855
ES-2014-GH1466545-41698,OFF-ST-4251,GH-1466545,54,-3,3,0.1,1246
CA-2015-JE15745140-42172,OFF-AP-4286,JE-157451408,180,50,3,0,280
CA-2015-JE15745140-42270,TEC-AC-6342,JE-157451408,34,15,5,0,478
IT-2013-JK15730125-41500,FUR-CH-5366,JK-15730125,96,24,2,0,947
ID-2015-LT171107-42045,OFF-ST-6228,LT-171107,74,-5,5,0.1,323
US-2013-JE15745140-41390,FUR-FU-6280,JE-157451408,97,1,2,0.2,1076
IT-2015-PO18850124-42124,OFF-SU-4128,PO-18850124,45,-1,4,0.5,254
US-2014-JE15745140-41921,OFF-PA-6478,JE-157451404,61,27,2,0,453
US-2013-JE15745140-41599,OFF-SU-2983,JE-157451406,15,-3,5,0.2,208
AG-2014-SK99903-41881,OFF-AR-3555,SK-99903,51,1,1,0,127
IN-2014-SP2062058-41815,OFF-FA-2941,SP-2062058,67,11,4,0,152
US-2015-JE15745140-42318,FUR-FU-4109,JE-157451404,47,20,8,0,972
UZ-2015-VD11670142-42052,OFF-BI-4804,VD-11670142,31,11,1,0,369
MX-2015-JR1567082-42136,OFF-PA-4168,JR-1567082,95,23,6,0,1222
MX-2013-GP1474018-41576,OFF-BI-2897,GP-1474018,60,18,6,0,934
US-2013-JE15745140-41415,OFF-AP-4247,JE-157451402,20,-52,8,0.8,910
IN-2015-CP1234058-42202,OFF-BI-4828,CP-1234058,26,0,3,0,145
IN-2014-DJ1351058-41884,OFF-LA-4687,DJ-1351058,25,12,4,0,105
ES-2015-DD13570120-42225,TEC-MA-5567,DD-13570120,152,61,2,0.1,1034
US-2012-JE15745140-41238,FUR-FU-4047,JE-157451402,19,-14,5,0.6,420
ES-2013-JS1568545-41318,OFF-AR-3469,JS-1568545,97,48,2,0,681
IT-2014-MZ1751545-41781,FUR-CH-5370,MZ-1751545,105,32,2,0.1,588
IN-2014-MG1820578-41882,OFF-PA-5886,MG-1820578,156,42,5,0,55
CA-2015-JE15745140-42172,TEC-PH-5649,JE-157451408,191,51,2,0,280
CA-2013-JJ15760140-41616,TEC-PH-5344,JJ-157601402,119,11,5,0.2,1117
CA-2013-JJ15760140-41552,OFF-AR-5302,JJ-157601408,46,12,4,0,527
MX-2014-CK1259528-41857,OFF-AR-6113,CK-1259528,47,12,4,0,638
MX-2014-AG1076539-41887,OFF-ST-4252,AG-1076539,105,8,8,0,117
MX-2013-PB1880539-41411,OFF-EN-5043,PB-1880539,40,15,3,0,354
ES-2014-AH1019564-41857,OFF-BI-6379,AH-1019564,72,2,5,0,638
PL-2012-AA375103-41060,OFF-ST-6065,AA-375103,48,6,1,0,600
ES-2015-BF1102045-42235,OFF-EN-3097,BF-1102045,95,46,2,0,906
IN-2014-BW110657-41963,TEC-AC-4180,BW-110657,148,3,3,0.1,1067
ID-2015-CG125207-42341,OFF-EN-3655,CG-125207,91,-2,6,0.1,151
CA-2013-JJ15760140-41552,OFF-AP-4607,JJ-157601408,28,9,2,0,527
CA-2014-JC15775140-41867,TEC-PH-4794,JC-157751408,705,70,7,0.2,654
ES-2015-JP1546045-42059,OFF-FA-6187,JP-1546045,75,1,4,0,278
IT-2012-JC1610564-41053,OFF-AR-3494,JC-1610564,59,13,2,0,1194
CA-2015-JC15775140-42186,FUR-BO-5957,JC-157751404,435,5,3,0.15,1075
ES-2012-RR1931564-40940,OFF-AR-5923,RR-1931564,78,20,3,0,1235
CA-2015-JC15775140-42211,OFF-ST-4244,JC-157751406,259,-25,5,0.2,728
SF-2014-SC10695117-41956,OFF-BI-3718,SC-10695117,24,0,2,0,359
IT-2012-SW2075591-41061,OFF-BI-3726,SW-2075591,49,-21,2,0.5,708
CA-2015-JC15775140-42089,TEC-PH-5564,JC-157751402,470,47,3,0.2,220
US-2015-JC15775140-42144,OFF-PA-6311,JC-157751408,195,91,4,0,185
ID-2013-WB218507-41511,OFF-ST-5688,WB-218507,43,-1,2,0.1,758
MX-2015-ND1846082-42207,OFF-SU-2990,ND-1846082,103,0,7,0,631
MX-2014-JG1516039-41758,OFF-AR-5910,JG-1516039,73,27,7,0,333
US-2013-PO1886536-41619,OFF-AR-6111,PO-1886536,55,-9,7,0.2,508
MX-2015-TB2135582-42248,OFF-FA-3062,TB-2135582,66,8,6,0,156
MX-2015-SL2015539-42302,OFF-AR-3488,SL-2015539,64,31,4,0,377
US-2013-NC1841536-41450,OFF-EN-4451,NC-1841536,43,13,4,0.2,484
SU-2015-BW1200122-42236,OFF-ST-4105,BW-1200122,47,8,1,0,131
ES-2015-EL1373545-42216,OFF-BI-6382,EL-1373545,48,14,1,0,14
NI-2014-EB411095-41950,TEC-MA-4197,EB-411095,91,-113,1,0.7,110
ES-2015-FH14350139-42368,OFF-ST-4252,FH-14350139,39,2,2,0,498
ES-2015-GZ1447045-42017,OFF-AR-5923,GZ-1447045,87,9,3,0,1056
SF-2014-GA4515117-41997,OFF-BI-6400,GA-4515117,29,7,6,0,391
ES-2014-HM1486045-41872,OFF-EN-5022,HM-1486045,45,13,3,0,607
IN-2014-JS160307-41907,OFF-EN-4447,JS-160307,47,8,2,0.1,466
IN-2012-LE168107-41202,OFF-AR-3494,LE-168107,80,15,3,0.1,939
IT-2014-LC1688545-41860,TEC-AC-5193,LC-1688545,88,18,3,0,1189
KZ-2012-MH762068-41178,FUR-BO-5798,MH-762068,45,-43,1,0.7,510
CA-2015-JC15775140-42211,FUR-TA-3633,JC-157751406,138,-34,1,0.4,728
IN-2015-MO1780027-42311,OFF-PA-4176,MO-1780027,97,5,3,0,288
IN-2014-ML1826556-41973,OFF-BI-2891,ML-1826556,76,0,6,0,780
IN-2014-SC2002058-41676,OFF-BI-3724,SC-2002058,98,45,2,0,772
UP-2015-SR10425137-42322,FUR-FU-5735,SR-10425137,51,1,1,0,537
CA-2012-JC15775140-41165,FUR-FU-5984,JC-157751408,142,52,5,0,31
MX-2015-TS2165516-42146,OFF-EN-4449,TS-2165516,73,11,4,0,170
US-2014-CD1192098-41753,OFF-SU-6165,CD-1192098,22,-11,2,0.4,1126
MX-2012-EC1405018-41117,OFF-BI-6384,EC-1405018,65,18,2,0,736
US-2014-MS179805-41748,OFF-SU-4127,MS-179805,38,-18,4,0.4,1176
US-2012-MS1798054-40988,FUR-CH-4697,MS-1798054,100,-35,3,0.4,895
MX-2014-PN1877582-41857,OFF-BI-4809,PN-1877582,36,15,4,0,638
IZ-2013-AF87061-41503,FUR-FU-4041,AF-87061,50,15,1,0,261
ES-2013-BD1177045-41628,TEC-PH-3792,BD-1177045,150,-19,2,0.15,223
ES-2015-CC1210096-42222,OFF-AR-5903,CC-1210096,101,13,2,0,284
ES-2012-CM1211564-41027,OFF-BI-3255,CM-1211564,144,17,3,0,1201
TU-2013-DW3540134-41291,FUR-BO-5780,DW-3540134,78,-31,1,0.6,1280
ES-2013-EB1387045-41562,OFF-ST-6272,EB-1387045,98,-5,2,0.1,898
CA-2015-JC15775140-42096,OFF-PA-6418,JC-157751406,42,19,9,0,248
NI-2012-JK562595-41250,FUR-FU-6270,JK-562595,87,-105,6,0.7,322
IN-2013-JJ1576058-41529,OFF-SU-6176,JJ-1576058,149,47,3,0,1013
IR-2015-KH633060-42350,OFF-SU-2990,KH-633060,44,2,2,0,723
ES-2015-LD1685548-42185,OFF-BI-4805,LD-1685548,60,30,2,0,769
SA-2014-NF8385110-41739,FUR-FU-3953,NF-8385110,50,7,1,0,1175
ID-2015-ND184607-42175,OFF-FA-3019,ND-184607,84,14,5,0.1,246
ID-2013-PS18970113-41523,OFF-ST-4251,PS-18970113,60,16,3,0,661
ES-2013-RA19915120-41623,OFF-AP-4970,RA-19915120,172,73,2,0,647
ID-2013-SH2039559-41413,OFF-SU-6171,SH-2039559,37,-13,5,0.47,1386
CA-2015-JC15775140-42211,OFF-SU-2973,JC-157751406,37,4,3,0.2,728
IN-2013-TR2132558-41503,FUR-BO-5942,TR-2132558,168,20,1,0,261
ES-2012-VT2170045-41066,OFF-EN-5042,VT-2170045,91,14,4,0,157
MX-2013-AH1021018-41378,TEC-PH-3144,AH-1021018,275,77,3,0,8
MX-2013-RF1984018-41353,TEC-AC-4179,RF-1984018,156,32,4,0,835
MX-2014-VG2179082-41762,OFF-PA-4462,VG-2179082,99,13,3,0,263
MX-2013-CS118455-41433,OFF-PA-4159,CS-118455,23,3,3,0.4,781
MX-2015-CM1219093-42369,TEC-PH-5346,CM-1219093,135,10,3,0,445
MX-2012-LS1724528-40999,TEC-AC-5199,LS-1724528,47,10,1,0,956
MX-2013-JF1549051-41479,OFF-AR-6120,JF-1549051,150,67,9,0,1033
CA-2013-JC15775140-41565,OFF-PA-6455,JC-157751404,17,8,3,0,943
IN-2015-HW1493559-42212,OFF-ST-5711,HW-1493559,102,-2,2,0.17,1236
IT-2013-JC1534091-41580,TEC-PH-5252,JC-1534091,81,-45,2,0.5,831
IN-2015-JH1543078-42363,TEC-AC-4152,JH-1543078,78,33,2,0,559
CA-2013-JC15775140-41565,TEC-PH-5256,JC-157751404,249,15,2,0.2,943
IN-2014-MO17800113-41774,OFF-AR-5922,MO-17800113,51,17,2,0,690
ID-2014-TT2122088-41999,OFF-SU-4991,TT-2122088,36,-4,1,0.17,94
MX-2014-CM1223528-41782,OFF-AR-6128,CM-1223528,95,45,3,0,936
MX-2015-RC1982528-42021,FUR-FU-3065,RC-1982528,123,61,7,0,793
US-2014-AB1015036-41730,FUR-CH-5366,AB-1015036,103,-3,4,0.2,784
IT-2013-AB10255139-41577,OFF-AR-3495,AB-10255139,42,15,4,0.1,345
EZ-2015-AG27032-42249,OFF-FA-5469,AG-27032,14,7,1,0,544
ZA-2012-AH690147-40950,OFF-SU-4303,AH-690147,66,-55,6,0.7,1375
CA-2012-JC15775140-41263,OFF-LA-3212,JC-157751406,17,7,6,0,881
ES-2014-CS1195034-41867,OFF-AP-3566,CS-1195034,91,-27,3,0.5,654
IZ-2012-CM216061-41137,OFF-ST-4106,CM-216061,48,22,1,0,473
CA-2015-JC15775140-42211,OFF-PA-6579,JC-157751406,20,7,4,0.2,728
IN-2015-DK1289578-42298,OFF-AR-3451,DK-1289578,56,28,3,0,840
IN-2012-DB1366027-40946,OFF-LA-3299,DB-1366027,66,7,6,0,1345
EG-2014-EN378038-41998,TEC-AC-3398,EN-378038,55,8,1,0,903
SF-2015-EH3945117-42075,OFF-BI-2912,EH-3945117,24,0,4,0,878
MA-2015-JO514577-42109,OFF-SU-4325,JO-514577,87,32,2,0,326
IR-2015-JF535560-42273,OFF-BI-3187,JF-535560,58,20,2,0,38
CA-2015-JC15775140-42211,FUR-FU-4017,JC-157751406,20,3,4,0.2,728
CM-2014-JL585022-41672,OFF-BI-4816,JL-585022,52,24,1,0,378
ES-2015-KB16600120-42186,OFF-PA-4175,KB-16600120,113,47,4,0,1075
IN-2014-MH1778527-41697,OFF-AR-3539,MH-1778527,82,36,3,0,21
SF-2014-MG8205117-42000,OFF-AR-3501,MG-8205117,47,2,1,0,931
IN-2012-NF1847527-41217,FUR-FU-6239,NF-1847527,48,16,1,0,91
IT-2012-PB1910591-41039,OFF-SU-2967,PB-1910591,34,-18,2,0.5,1290
TU-2013-PO9195134-41530,OFF-PA-4480,PO-9195134,71,-42,6,0.6,224
IN-2012-RH1951058-40961,TEC-AC-5124,RH-1951058,207,43,2,0,1106
ES-2015-SG20080120-42301,OFF-AR-3502,SG-20080120,148,48,3,0,154
IT-2014-SW20350104-41905,OFF-AP-4723,SW-20350104,68,-64,2,0.5,880
UP-2015-ST10530137-42243,OFF-BI-3722,ST-10530137,55,20,4,0,1032
ID-2015-SP2054558-42313,FUR-FU-4101,SP-2054558,94,40,3,0,611
CA-2012-JC15775140-41165,OFF-BI-3305,JC-157751408,7,3,2,0,31
US-2012-HD1478536-41178,OFF-PA-4464,HD-1478536,77,-1,3,0.2,510
US-2015-LH16750101-42357,FUR-FU-3952,LH-16750101,58,-19,3,0.4,53
MX-2014-TP2113039-41879,OFF-EN-4440,TP-2113039,66,20,2,0,954
MX-2015-EH1412539-42140,FUR-FU-6260,EH-1412539,58,5,5,0,67
MX-2015-RB1946531-42367,FUR-BO-5798,RB-1946531,601,246,6,0,318
MX-2015-BD1156093-42362,OFF-FA-6189,BD-1156093,45,11,6,0,239
ES-2015-AH10690120-42045,OFF-ST-4295,AH-10690120,103,45,2,0.1,323
IN-2015-BE1133527-42276,OFF-BI-6369,BE-1133527,54,8,2,0,574
ID-2012-CS12250102-41145,OFF-PA-6611,CS-12250102,44,-10,6,0.45,929
IN-2014-CR127307-41929,OFF-FA-5468,CR-127307,64,22,6,0.1,3
IN-2014-DL133307-41814,OFF-BI-3257,DL-133307,219,9,5,0.1,518
IT-2013-EM13960104-41625,OFF-SU-3004,EM-13960104,87,-49,4,0.5,543
IN-2013-NP1870058-41495,OFF-FA-5486,NP-1870058,70,18,5,0,264
CA-2013-JC15775140-41565,FUR-FU-4016,JC-157751404,10,3,3,0,943
ES-2014-TZ21445139-41860,OFF-EN-3089,TZ-21445139,39,10,3,0.1,1189
MX-2015-MK1790539-42343,OFF-BI-2899,MK-1790539,67,13,2,0,18
US-2012-CW1190536-41241,OFF-LA-4526,CW-1190536,42,7,6,0.2,569
MX-2015-MG1820582-42353,OFF-BI-4812,MG-1820582,33,9,3,0,296
MX-2015-KB1660082-42182,OFF-FA-2952,KB-1660082,84,28,9,0,275
MX-2015-EM1420018-42073,OFF-EN-4437,EM-1420018,26,8,4,0,917
CA-2013-JD15790140-41557,OFF-ST-6294,JD-157901408,1801,-337,6,0.2,138
ES-2012-BF11275139-41221,OFF-ST-4060,BF-11275139,50,8,3,0,61
RS-2015-CM1830108-42256,TEC-AC-5873,CM-1830108,110,19,1,0,687
ID-2015-CR1262559-42053,TEC-CO-6012,CR-1262559,1324,512,4,0.07,1113
NI-2012-CR262595-41254,TEC-MA-5012,CR-262595,25,-29,1,0.7,1011
SY-2015-EK3795126-42157,OFF-PA-3998,EK-3795126,49,21,2,0,173
IR-2014-EA403560-41662,OFF-BI-2895,EA-403560,58,19,4,0,190
CA-2014-JD15790140-41686,FUR-CH-4641,JD-157901406,227,36,2,0,1202
ID-2013-JM152657-41598,OFF-SU-4991,JM-152657,78,-3,2,0.1,697
IN-2015-JJ1544558-42020,OFF-EN-3099,JJ-1544558,145,7,3,0,911
IZ-2012-JS594061-41094,OFF-AR-6127,JS-594061,182,29,4,0,1332
US-2013-JD15790140-41366,TEC-MA-6346,JD-157901404,71,24,3,0.2,645
CA-2015-JD15790140-42158,OFF-PA-6534,JD-157901402,10,3,2,0.2,205
IN-2014-MD173507-41872,OFF-AR-5913,MD-173507,45,3,4,0.4,607
IT-2014-MZ1751545-41781,OFF-AR-5910,MZ-1751545,62,6,4,0,588
IN-2013-MS1783027-41447,TEC-MA-5578,MS-1783027,120,7,1,0,839
IN-2015-MM180557-42343,TEC-MA-6132,MM-180557,108,-12,3,0.1,18
IN-2013-PC1900027-41509,OFF-ST-4285,PC-1900027,227,106,4,0,820
SF-2015-SC10695117-42195,FUR-CH-5370,SC-10695117,235,89,4,0,406
CA-2015-JD15790140-42252,OFF-AR-3852,JD-157901402,10,3,7,0.2,22
ID-2012-TC2129527-41137,OFF-BI-3254,TC-2129527,39,-21,6,0.5,473
KG-2013-VM1168570-41383,OFF-LA-4679,VM-1168570,85,4,8,0,10
IR-2014-ZD1192560-41954,OFF-ST-6272,ZD-1192560,54,2,1,0,1
MX-2015-BE11410143-42179,OFF-ST-4250,BE-11410143,23,0,3,0.4,256
MX-2015-TT2126539-42318,OFF-BI-4807,TT-2126539,43,12,5,0,972
US-2015-BT1148555-42339,OFF-SU-6177,BT-1148555,115,-21,6,0.4,619
US-2015-AR10825143-42151,FUR-CH-4630,AR-10825143,69,-19,3,0.4,664
MX-2013-SP2092018-41397,OFF-SU-6165,SP-2092018,80,19,4,0,963
ES-2014-AG1067545-41930,OFF-AR-6105,AG-1067545,49,7,1,0,555
CA-2015-JD15790140-42252,OFF-AR-5907,JD-157901402,13,3,5,0.2,22
ID-2012-AF10870102-40997,OFF-FA-2940,AF-10870102,62,-41,6,0.45,1061
ES-2012-AG10900120-41083,OFF-BI-3738,AG-10900120,45,20,6,0,688
ES-2012-BS11590139-41231,TEC-PH-5353,BS-11590139,273,79,2,0,432
ES-2014-BS1175545-41641,OFF-ST-6060,BS-1175545,129,51,3,0.1,137
ES-2015-CD1192045-42367,OFF-BI-3726,CD-1192045,99,27,2,0,318
IN-2015-CM12160102-42053,OFF-ST-6230,CM-12160102,27,-5,3,0.45,1113
IR-2014-GR456060-41780,FUR-CH-5796,GR-456060,137,0,1,0,393
IN-2015-JH1618058-42172,OFF-FA-6205,JH-1618058,51,16,4,0,280
IN-2013-KC1625527-41364,OFF-AR-3488,KC-1625527,96,12,4,0,1156
US-2015-KW1657082-42056,FUR-CH-4628,KW-1657082,48,-9,2,0.2,751
ES-2012-KL16645120-40941,OFF-AR-3450,KL-16645120,56,0,1,0,808
ES-2015-LB16795139-42330,OFF-ST-4294,LB-16795139,86,-45,3,0.5,146
CA-2015-JD15790140-42252,OFF-ST-2921,JD-157901402,16,0,1,0.2,22
ES-2015-NS1850545-42307,OFF-FA-6204,NS-1850545,94,25,9,0,964
MO-2013-NR855086-41356,OFF-SU-4993,NR-855086,43,10,1,0,800
SF-2014-RB9705117-41808,OFF-AR-6113,RB-9705117,107,36,6,0,337
CA-2014-JG15805140-41817,OFF-ST-4289,JG-158051406,704,84,5,0,165
CA-2015-JG15805140-42146,FUR-FU-5162,JG-158051406,520,72,5,0,170
CA-2012-JG15805140-41003,OFF-ST-3016,JG-158051402,52,3,4,0.2,957
ES-2012-SP20920120-41222,OFF-PA-3994,SP-20920120,17,4,1,0,188
RO-2014-TH11235107-41682,OFF-ST-6048,TH-11235107,198,89,1,0,1142
SA-2015-VT11700110-42168,OFF-AR-6112,VT-11700110,15,5,1,0,813
US-2012-MC17425101-40988,OFF-FA-3057,MC-17425101,34,-5,6,0.4,895
MX-2015-TS2143028-42322,OFF-BI-3713,TS-2143028,40,9,2,0,537
ES-2015-AS1004545-42346,OFF-AP-4955,AS-1004545,555,154,9,0.1,507
IN-2015-AB101507-42105,FUR-CH-4559,AB-101507,88,28,1,0.1,487
SO-2014-AC615116-41721,OFF-SU-6160,AC-615116,37,2,1,0,745
IT-2012-AW1084091-41242,OFF-FA-5463,AW-1084091,17,-4,2,0.5,222
MX-2015-BP1105039-42020,OFF-EN-3110,BP-1105039,37,0,3,0,911
ID-2015-BT11305102-42013,FUR-FU-6270,BT-11305102,73,16,2,0.25,1167
IN-2013-BM117857-41593,OFF-AR-5926,BM-117857,33,7,3,0.1,771
IR-2013-DK289560-41591,OFF-ST-4283,DK-289560,58,25,1,0,12
TU-2014-DH3675134-41734,TEC-MA-4203,DH-3675134,31,-17,1,0.6,405
IN-2014-EB139307-41703,OFF-LA-6043,EB-139307,24,8,3,0.1,502
IN-2015-EM139607-42352,OFF-AR-3459,EM-139607,106,30,4,0.1,1197
ES-2015-FA14230139-42110,OFF-FA-6207,FA-14230139,105,26,8,0,166
IN-2012-GH1466527-41074,OFF-AR-3497,GH-1466527,26,4,2,0,234
WZ-2015-HR4770123-42081,TEC-AC-4158,HR-4770123,83,27,1,0,107
CA-2012-JG15805140-41003,OFF-ST-6245,JG-158051402,49,3,4,0.2,957
ES-2012-HL1504048-41173,OFF-BI-6380,HL-1504048,65,20,5,0,225
IN-2015-JE161657-42201,OFF-BI-2900,JE-161657,47,16,1,0.1,1182
CA-2012-JG15805140-41188,OFF-ST-4277,JG-158051402,107,10,10,0.2,696
IT-2013-LL1684045-41634,OFF-ST-4080,LL-1684045,158,-43,2,0.6,97
TU-2012-LO7170134-41268,OFF-AR-3450,LO-7170134,45,-67,2,0.6,491
IT-2014-LF1718562-41902,OFF-FA-2959,LF-1718562,52,-16,8,0.5,618
ID-2015-MM18055102-42024,OFF-FA-2942,MM-18055102,42,-14,4,0.45,499
IN-2015-NC186257-42264,OFF-PA-6600,NC-186257,88,24,2,0.1,144
IN-2015-PG1889559-42048,OFF-BI-2891,PG-1889559,53,-10,5,0.17,519
CA-2012-JG15805140-41230,OFF-PA-3007,JG-158051404,21,9,7,0,614
IN-2015-PF1916558-42093,OFF-BI-3736,PF-1916558,39,9,7,0,1368
TU-2015-RA9885134-42104,FUR-CH-5453,RA-9885134,75,-45,2,0.6,1137
MX-2013-SJ2012536-41588,OFF-SU-6175,SJ-2012536,85,26,7,0.2,512
SO-2015-SL10155116-42172,OFF-BI-2902,SL-10155116,51,12,1,0,280
ID-2015-SS205907-42361,TEC-AC-5132,SS-205907,57,-21,2,0.4,729
MX-2014-AS1022518-41928,OFF-EN-3106,AS-1022518,49,11,3,0,454
MX-2013-JD1579031-41612,OFF-EN-3099,JD-1579031,64,21,2,0,411
US-2014-GK14620101-41744,OFF-ST-4081,GK-14620101,157,-15,2,0.4,1178
CA-2013-JG15805140-41594,OFF-LA-3231,JG-158051404,18,8,3,0,648
ES-2014-BB1099045-41654,OFF-ST-5689,BB-1099045,103,2,5,0.1,431
SA-2014-BT1485110-41800,TEC-AC-4171,BT-1485110,40,4,1,0,159
CA-2014-JG15805140-41817,OFF-AR-5631,JG-158051406,14,6,5,0,165
CA-2015-JG15805140-42146,OFF-AR-3613,JG-158051406,17,5,3,0,170
ID-2015-GM1445592-42334,OFF-AP-4493,GM-1445592,67,-25,4,0.6,186
ES-2013-HZ1495045-41377,OFF-FA-3056,HZ-1495045,43,3,3,0,650
IR-2012-HF499560-41248,OFF-BI-6403,HF-499560,47,0,6,0,388
IN-2014-JK156407-41913,OFF-PA-5852,JK-156407,84,28,3,0.1,103
ID-2012-JD157907-41095,FUR-FU-3026,JD-157907,90,-1,3,0.4,1207
ID-2015-JH158207-42150,OFF-FA-6200,JH-158207,29,5,2,0.1,586
CA-2015-JH15820140-42032,TEC-PH-4900,JH-158201406,107,-26,3,0.4,194
IN-2013-LO1717059-41292,OFF-ST-6229,LO-1717059,42,-1,3,0.17,1191
IN-2015-MG1769527-42021,OFF-LA-5393,MG-1769527,87,43,9,0,793
ES-2013-NP1832548-41466,OFF-LA-3312,NP-1832548,63,11,6,0,825
IN-2013-RB1979527-41624,OFF-PA-6614,RB-1979527,65,3,3,0,1172
IN-2013-TS21085144-41577,OFF-AR-6114,TS-21085144,55,20,3,0.17,345
IN-2013-TH211007-41453,OFF-EN-4443,TH-211007,44,3,2,0.4,1072
MX-2014-KW1643582-41915,TEC-AC-5132,KW-1643582,31,14,1,0,887
IN-2013-BP1123058-41329,OFF-EN-3658,BP-1123058,23,8,2,0,26
IN-2014-BD1162027-41791,OFF-SU-4123,BD-1162027,46,11,3,0,408
ES-2015-CR1258064-42215,OFF-LA-6053,CR-1258064,51,2,7,0,693
MO-2014-CC268586-41921,TEC-PH-3797,CC-268586,163,31,2,0,453
ES-2013-DB12910139-41443,FUR-FU-3956,DB-12910139,53,-18,3,0.3,268
RS-2012-DH3675108-41011,OFF-AR-3467,DH-3675108,69,28,4,0,1224
IT-2015-IM1507091-42329,TEC-MA-6132,IM-1507091,80,-56,4,0.5,221
IN-2013-JW1522066-41410,TEC-AC-5129,JW-1522066,88,19,3,0,743
ES-2014-JM1526514-41878,OFF-LA-4537,JM-1526514,68,10,6,0,122
IT-2013-JB1540048-41550,OFF-AR-3456,JB-1540048,79,1,3,0,982
AG-2014-ML73953-41674,OFF-AR-3545,ML-73953,128,64,4,0,1276
CA-2015-JH15820140-42195,OFF-ST-5671,JH-158201402,228,14,5,0.2,406
ES-2012-MG17890139-41257,OFF-AR-5919,MG-17890139,49,19,2,0,572
CA-2015-JH15820140-42032,TEC-AC-3125,JH-158201406,71,-8,3,0.2,194
ES-2012-RC19960139-41188,OFF-AR-6115,RC-19960139,22,0,1,0,696
ES-2013-SC20800120-41434,OFF-SU-4309,SC-20800120,54,2,2,0,1090
CA-2013-JH15820140-41599,FUR-FU-4233,JH-158201408,18,4,1,0.2,208
MX-2014-JM1525082-41901,OFF-BI-3715,JM-1525082,38,0,2,0,316
US-2014-SC2005055-41783,TEC-PH-5262,SC-2005055,114,-49,4,0.4,576
US-2013-PO1919518-41352,OFF-AR-6127,PO-1919518,48,-25,4,0.6,575
MX-2012-KA1652593-41243,TEC-AC-5880,KA-1652593,76,21,3,0,807
MX-2015-SP2065018-42313,OFF-FA-6206,SP-2065018,21,2,3,0,611
ES-2012-BK1126048-41009,OFF-AR-3454,BK-1126048,44,7,2,0,828
IZ-2013-BF127561-41368,TEC-AC-4153,BF-127561,43,15,1,0,701
CG-2015-BO142533-42039,OFF-BI-2915,BO-142533,42,21,6,0,685
IN-2015-CC1222066-42224,OFF-PA-4162,CC-1222066,46,19,3,0,955
ES-2015-DL13315120-42235,OFF-ST-5697,DL-13315120,53,0,2,0.1,906
ES-2012-EM1420048-41032,OFF-LA-4536,EM-1420048,34,10,4,0,403
