TimeID,OrderDate,OrderYear,OrderMonth,DayOfWeek,OrderQuarter
1198,2012-10-08,2012,October,Monday,Q4
1199,2012-04-14,2012,April,Saturday,Q2
1200,2013-10-21,2013,October,Monday,Q4
1201,2012-04-28,2012,April,Saturday,Q2
1202,2014-02-16,2014,February,Sunday,Q1
1203,2013-02-16,2013,February,Saturday,Q1
1204,2014-03-16,2014,March,Sunday,Q1
1205,2013-04-07,2013,April,Sunday,Q2
1206,2012-06-04,2012,June,Monday,Q2
1207,2012-07-05,2012,July,Thursday,Q3
1208,2012-01-30,2012,January,Monday,Q1
1209,2013-07-30,2013,July,Tuesday,Q3
1210,2014-12-05,2014,December,Friday,Q4
1211,2014-10-26,2014,October,Sunday,Q4
1212,2012-10-19,2012,October,Friday,Q4
1213,2012-03-22,2012,March,Thursday,Q1
1214,2013-04-21,2013,April,Sunday,Q2
1215,2013-09-08,2013,September,Sunday,Q3
1216,2013-05-01,2013,May,Wednesday,Q2
1217,2013-02-19,2013,February,Tuesday,Q1
1218,2014-04-07,2014,April,Monday,Q2
1219,2013-05-26,2013,May,Sunday,Q2
1220,2013-05-13,2013,May,Monday,Q2
1221,2013-09-01,2013,September,Sunday,Q3
1222,2015-05-12,2015,May,Tuesday,Q2
1223,2015-04-06,2015,April,Monday,Q2
1224,2012-04-12,2012,April,Thursday,Q2
1225,2015-01-26,2015,January,Monday,Q1
1226,2014-09-18,2014,September,Thursday,Q3
1227,2012-09-17,2012,September,Monday,Q3
1228,2015-11-30,2015,November,Monday,Q4
1229,2012-07-08,2012,July,Sunday,Q3
1230,2013-03-24,2013,March,Sunday,Q1
1231,2015-04-04,2015,April,Saturday,Q2
1232,2013-05-14,2013,May,Tuesday,Q2
1233,2014-05-13,2014,May,Tuesday,Q2
1234,2013-12-29,2013,December,Sunday,Q4
1235,2012-02-01,2012,February,Wednesday,Q1
1236,2015-07-27,2015,July,Monday,Q3
1237,2013-09-16,2013,September,Monday,Q3
1238,2015-01-02,2015,January,Friday,Q1
1239,2013-10-16,2013,October,Wednesday,Q4
1240,2013-02-15,2013,February,Friday,Q1
1241,2012-02-27,2012,February,Monday,Q1
1242,2012-01-12,2012,January,Thursday,Q1
1243,2013-12-10,2013,December,Tuesday,Q4
1244,2012-10-28,2012,October,Sunday,Q4
1245,2015-04-13,2015,April,Monday,Q2
1246,2014-02-28,2014,February,Friday,Q1
1247,2015-06-15,2015,June,Monday,Q2
1248,2012-01-14,2012,January,Saturday,Q1
1249,2015-03-01,2015,March,Sunday,Q1
1250,2015-02-15,2015,February,Sunday,Q1
1251,2012-01-07,2012,January,Saturday,Q1
1252,2013-01-31,2013,January,Thursday,Q1
1253,2012-07-14,2012,July,Saturday,Q3
1254,2012-03-01,2012,March,Thursday,Q1
1255,2014-02-15,2014,February,Saturday,Q1
1256,2012-01-28,2012,January,Saturday,Q1
1257,2013-01-23,2013,January,Wednesday,Q1
1258,2014-05-02,2014,May,Friday,Q2
1259,2014-03-07,2014,March,Friday,Q1
1260,2014-01-30,2014,January,Thursday,Q1
1261,2012-03-27,2012,March,Tuesday,Q1
1262,2015-01-27,2015,January,Tuesday,Q1
1263,2013-12-23,2013,December,Monday,Q4
1264,2014-03-31,2014,March,Monday,Q1
1265,2014-12-22,2014,December,Monday,Q4
1266,2015-11-09,2015,November,Monday,Q4
1267,2012-05-15,2012,May,Tuesday,Q2
1268,2012-05-06,2012,May,Sunday,Q2
1269,2013-04-29,2013,April,Monday,Q2
1270,2014-10-20,2014,October,Monday,Q4
1271,2015-10-05,2015,October,Monday,Q4
1272,2014-03-28,2014,March,Friday,Q1
1273,2012-06-26,2012,June,Tuesday,Q2
1274,2013-03-11,2013,March,Monday,Q1
1275,2013-01-26,2013,January,Saturday,Q1
1276,2014-02-04,2014,February,Tuesday,Q1
1277,2014-03-09,2014,March,Sunday,Q1
1278,2014-12-15,2014,December,Monday,Q4
1279,2015-05-14,2015,May,Thursday,Q2
1280,2013-01-17,2013,January,Thursday,Q1
1281,2015-08-31,2015,August,Monday,Q3
1282,2014-02-13,2014,February,Thursday,Q1
1283,2014-06-02,2014,June,Monday,Q2
1284,2013-08-04,2013,August,Sunday,Q3
1285,2013-09-02,2013,September,Monday,Q3
1286,2015-08-17,2015,August,Monday,Q3
1287,2013-05-06,2013,May,Monday,Q2
1288,2013-01-29,2013,January,Tuesday,Q1
1289,2013-11-03,2013,November,Sunday,Q4
1290,2012-05-10,2012,May,Thursday,Q2
1291,2013-01-28,2013,January,Monday,Q1
1292,2013-07-19,2013,July,Friday,Q3
1293,2014-09-07,2014,September,Sunday,Q3
1294,2014-12-01,2014,December,Monday,Q4
1295,2013-02-27,2013,February,Wednesday,Q1
1296,2013-04-15,2013,April,Monday,Q2
1297,2014-04-14,2014,April,Monday,Q2
1298,2014-01-26,2014,January,Sunday,Q1
1299,2015-12-28,2015,December,Monday,Q4
1300,2015-07-13,2015,July,Monday,Q3
1301,2015-08-03,2015,August,Monday,Q3
1302,2012-01-06,2012,January,Friday,Q1
1303,2014-03-26,2014,March,Wednesday,Q1
1304,2013-09-30,2013,September,Monday,Q3
1305,2014-02-10,2014,February,Monday,Q1
1306,2013-06-17,2013,June,Monday,Q2
1307,2012-04-02,2012,April,Monday,Q2
1308,2012-03-25,2012,March,Sunday,Q1
1309,2014-09-08,2014,September,Monday,Q3
1310,2012-01-27,2012,January,Friday,Q1
1311,2012-08-19,2012,August,Sunday,Q3
1312,2013-07-28,2013,July,Sunday,Q3
1313,2015-05-11,2015,May,Monday,Q2
1314,2015-09-14,2015,September,Monday,Q3
1315,2012-05-07,2012,May,Monday,Q2
1316,2014-05-19,2014,May,Monday,Q2
1317,2012-01-01,2012,January,Sunday,Q1
1318,2014-12-29,2014,December,Monday,Q4
1319,2012-01-09,2012,January,Monday,Q1
1320,2012-12-03,2012,December,Monday,Q4
1321,2014-01-06,2014,January,Monday,Q1
1322,2012-01-25,2012,January,Wednesday,Q1
1323,2013-09-11,2013,September,Wednesday,Q3
1324,2012-04-08,2012,April,Sunday,Q2
1325,2015-02-01,2015,February,Sunday,Q1
1326,2012-03-15,2012,March,Thursday,Q1
1327,2012-07-30,2012,July,Monday,Q3
1328,2012-02-08,2012,February,Wednesday,Q1
1329,2012-01-29,2012,January,Sunday,Q1
1330,2013-04-01,2013,April,Monday,Q2
1331,2015-09-21,2015,September,Monday,Q3
1332,2012-07-04,2012,July,Wednesday,Q3
1333,2013-07-21,2013,July,Sunday,Q3
1334,2014-03-24,2014,March,Monday,Q1
1335,2015-01-05,2015,January,Monday,Q1
1336,2013-11-04,2013,November,Monday,Q4
1337,2013-03-03,2013,March,Sunday,Q1
1338,2015-03-23,2015,March,Monday,Q1
1339,2013-12-30,2013,December,Monday,Q4
1340,2012-02-17,2012,February,Friday,Q1
1341,2012-04-29,2012,April,Sunday,Q2
1342,2012-05-14,2012,May,Monday,Q2
1343,2013-08-12,2013,August,Monday,Q3
1344,2013-03-10,2013,March,Sunday,Q1
1345,2012-02-07,2012,February,Tuesday,Q1
1346,2015-03-29,2015,March,Sunday,Q1
1347,2013-01-30,2013,January,Wednesday,Q1
1348,2012-02-03,2012,February,Friday,Q1
1349,2014-03-03,2014,March,Monday,Q1
1350,2013-02-28,2013,February,Thursday,Q1
1351,2015-07-06,2015,July,Monday,Q3
1352,2012-03-18,2012,March,Sunday,Q1
1353,2014-03-02,2014,March,Sunday,Q1
1354,2015-11-02,2015,November,Monday,Q4
1355,2014-12-08,2014,December,Monday,Q4
1356,2013-01-05,2013,January,Saturday,Q1
1357,2013-10-28,2013,October,Monday,Q4
1358,2014-07-27,2014,July,Sunday,Q3
1359,2015-03-02,2015,March,Monday,Q1
1360,2013-07-08,2013,July,Monday,Q3
1361,2013-02-18,2013,February,Monday,Q1
1362,2014-01-27,2014,January,Monday,Q1
1363,2015-09-07,2015,September,Monday,Q3
1364,2013-06-24,2013,June,Monday,Q2
1365,2015-12-21,2015,December,Monday,Q4
1366,2014-08-25,2014,August,Monday,Q3
1367,2014-06-09,2014,June,Monday,Q2
1368,2015-03-30,2015,March,Monday,Q1
1369,2014-08-11,2014,August,Monday,Q3
1370,2014-10-19,2014,October,Sunday,Q4
1371,2012-03-08,2012,March,Thursday,Q1
1372,2012-02-05,2012,February,Sunday,Q1
1373,2013-06-03,2013,June,Monday,Q2
1374,2015-05-18,2015,May,Monday,Q2
1375,2012-02-11,2012,February,Saturday,Q1
1376,2014-05-12,2014,May,Monday,Q2
1377,2014-09-01,2014,September,Monday,Q3
1378,2012-03-05,2012,March,Monday,Q1
1379,2014-02-03,2014,February,Monday,Q1
1380,2015-02-16,2015,February,Monday,Q1
1381,2013-03-17,2013,March,Sunday,Q1
1382,2012-04-23,2012,April,Monday,Q2
1383,2013-11-18,2013,November,Monday,Q4
1384,2012-07-01,2012,July,Sunday,Q3
1385,2013-09-23,2013,September,Monday,Q3
1386,2013-05-19,2013,May,Sunday,Q2
1387,2015-02-09,2015,February,Monday,Q1
1388,2013-11-25,2013,November,Monday,Q4
1389,2013-02-11,2013,February,Monday,Q1
1390,2012-11-19,2012,November,Monday,Q4
1391,2015-01-19,2015,January,Monday,Q1
1392,2012-01-16,2012,January,Monday,Q1
1393,2012-10-01,2012,October,Monday,Q4
1394,2012-08-05,2012,August,Sunday,Q3
1395,2012-05-21,2012,May,Monday,Q2
1396,2012-07-16,2012,July,Monday,Q3
1397,2012-12-24,2012,December,Monday,Q4
1398,2012-11-12,2012,November,Monday,Q4
1399,2012-11-26,2012,November,Monday,Q4
1400,2012-07-23,2012,July,Monday,Q3
1401,2013-12-02,2013,December,Monday,Q4
1402,2014-03-17,2014,March,Monday,Q1
1403,2012-08-06,2012,August,Monday,Q3
1404,2014-09-22,2014,September,Monday,Q3
1405,2013-02-10,2013,February,Sunday,Q1
1406,2014-05-26,2014,May,Monday,Q2
1407,2012-10-29,2012,October,Monday,Q4
1408,2013-10-14,2013,October,Monday,Q4
1409,2012-04-22,2012,April,Sunday,Q2
1410,2015-03-16,2015,March,Monday,Q1
1411,2012-06-18,2012,June,Monday,Q2
1412,2014-10-06,2014,October,Monday,Q4
1413,2014-08-18,2014,August,Monday,Q3
1414,2014-01-13,2014,January,Monday,Q1
1415,2012-01-02,2012,January,Monday,Q1
1416,2015-01-12,2015,January,Monday,Q1
1417,2013-07-29,2013,July,Monday,Q3
1418,2013-07-15,2013,July,Monday,Q3
1419,2013-08-19,2013,August,Monday,Q3
1420,2012-03-26,2012,March,Monday,Q1
1421,2012-06-11,2012,June,Monday,Q2
1422,2013-02-04,2013,February,Monday,Q1
1423,2014-07-07,2014,July,Monday,Q3
1424,2014-03-10,2014,March,Monday,Q1
1425,2014-07-21,2014,July,Monday,Q3
1426,2013-05-27,2013,May,Monday,Q2
1427,2014-11-10,2014,November,Monday,Q4
1428,2012-02-13,2012,February,Monday,Q1
1429,2013-05-20,2013,May,Monday,Q2
1430,2012-02-06,2012,February,Monday,Q1
