Order_ID,Ship_Date,Ship_Mode,Delivery_Days,Shipping_Cost,Shipping_Cost_Category,Ship_Year,Ship_Month,Ship_Day
CA-2015-FA14230140-42272,2015-09-30,Standard Class,5,29.0,High,2015,9,30
CA-2014-FA14230140-41964,2014-11-26,Standard Class,5,22.0,High,2014,11,26
MX-2013-AH1019518-41454,2013-07-02,First Class,3,11.0,Medium,2013,7,2
IN-2015-AJ109457-42234,2015-08-25,Standard Class,7,11.0,Medium,2015,8,25
UZ-2012-EL3735142-41188,2012-10-09,First Class,3,11.0,Medium,2012,10,9
CA-2013-FA14230140-41457,2013-07-04,First Class,2,18.0,High,2013,7,4
MX-2013-NP1870018-41607,2013-12-05,Standard Class,6,11.0,Medium,2013,12,5
MX-2013-MB1730518-41585,2013-11-12,Second Class,5,11.0,Medium,2013,11,12
MX-2013-LO1717028-41621,2013-12-13,Same Day,0,11.0,Medium,2013,12,13
ES-2015-BF1100548-42315,2015-11-10,First Class,3,11.0,Medium,2015,11,10
ES-2013-DM1334548-41635,2014-01-01,Standard Class,5,11.0,Medium,2014,1,1
EG-2014-GM444038-41784,2014-05-31,Standard Class,6,11.0,Medium,2014,5,31
ES-2013-GT1463548-41587,2013-11-14,Standard Class,5,11.0,Medium,2013,11,14
ID-2014-HG149657-41937,2014-10-29,Standard Class,4,11.0,Medium,2014,10,29
IN-2015-MN1793558-42144,2015-05-22,Second Class,2,11.0,Medium,2015,5,22
CA-2014-FA14230140-41964,2014-11-26,Standard Class,5,16.0,Medium,2014,11,26
IN-2013-SM200057-41397,2013-05-08,Standard Class,5,11.0,Medium,2013,5,8
ES-2012-SV20365120-41132,2012-08-15,Standard Class,4,11.0,Medium,2012,8,15
CA-2013-FA14230140-41457,2013-07-04,First Class,2,14.0,Medium,2013,7,4
MX-2014-IL1510082-41674,2014-02-08,Standard Class,4,11.0,Medium,2014,2,8
MX-2014-GR1456031-41943,2014-10-31,Same Day,0,11.0,Medium,2014,10,31
MX-2014-SF2006582-41758,2014-05-03,Standard Class,4,11.0,Medium,2014,5,3
ES-2013-CH12070139-41569,2013-10-26,Second Class,4,11.0,Medium,2013,10,26
ZA-2013-CH2070146-41352,2013-03-24,Standard Class,5,11.0,Medium,2013,3,24
ES-2014-SR2042548-41862,2014-08-16,Standard Class,5,11.0,Medium,2014,8,16
ES-2015-TG2131048-42018,2015-01-21,Standard Class,7,11.0,Medium,2015,1,21
US-2014-DL12925101-41646,2014-01-13,Standard Class,6,11.0,Medium,2014,1,13
SY-2015-BP1095126-42358,2015-12-22,Second Class,2,11.0,Medium,2015,12,22
ID-2013-EH1394559-41430,2013-06-07,First Class,2,11.0,Medium,2013,6,7
IT-2013-KB16240139-41595,2013-11-19,First Class,2,11.0,Medium,2013,11,19
IN-2013-SG2047027-41593,2013-11-19,Standard Class,4,11.0,Medium,2013,11,19
MX-2013-BK1126031-41383,2013-04-26,Standard Class,7,11.0,Medium,2013,4,26
ES-2012-AA10480139-41250,2012-12-07,Same Day,0,11.0,Medium,2012,12,7
MO-2015-CL256586-42151,2015-06-01,Standard Class,5,11.0,Medium,2015,6,1
NI-2012-DV304595-41121,2012-08-02,Second Class,2,11.0,Medium,2012,8,2
ID-2014-FA1423059-41748,2014-04-24,Standard Class,5,11.0,Medium,2014,4,24
ES-2012-KM1637545-41047,2012-05-20,Second Class,2,11.0,Medium,2012,5,20
IN-2014-KC165407-41921,2014-10-16,Standard Class,7,11.0,Medium,2014,10,16
ID-2012-MZ1751588-41049,2012-05-22,Second Class,2,11.0,Medium,2012,5,22
CG-2013-MC763533-41465,2013-07-12,Second Class,2,11.0,Medium,2013,7,12
CA-2013-FA14230140-41527,2013-09-16,Standard Class,6,9.0,Medium,2013,9,16
ID-2015-RD1981092-42263,2015-09-21,Standard Class,5,11.0,Medium,2015,9,21
MX-2014-BE1133551-41895,2014-09-17,Standard Class,4,11.0,Medium,2014,9,17
US-2015-SH206355-42256,2015-09-12,First Class,3,11.0,Medium,2015,9,12
US-2013-SL2015518-41486,2013-08-05,Second Class,5,11.0,Medium,2013,8,5
US-2013-FA14230140-41577,2013-11-02,Second Class,3,6.0,Medium,2013,11,2
IN-2012-BE113357-41011,2012-04-18,Standard Class,6,11.0,Medium,2012,4,18
IN-2012-HR1483092-41166,2012-09-18,Standard Class,4,11.0,Medium,2012,9,18
ES-2015-MH1729045-42162,2015-06-07,Same Day,0,11.0,Medium,2015,6,7
ES-2014-MF1766545-41709,2014-03-16,Second Class,5,11.0,Medium,2014,3,16
TS-2015-PJ8835133-42069,2015-03-10,Standard Class,4,11.0,Medium,2015,3,10
ES-2015-RD1972048-42229,2015-08-18,Standard Class,5,11.0,Medium,2015,8,18
ES-2012-RD1981048-41121,2012-08-02,Second Class,2,11.0,Medium,2012,8,2
MX-2015-SS2087531-42057,2015-02-27,Standard Class,5,11.0,Medium,2015,2,27
US-2015-PF1922536-42347,2015-12-13,Standard Class,4,11.0,Medium,2015,12,13
MX-2014-RO1978082-41721,2014-03-30,Standard Class,7,11.0,Medium,2014,3,30
MX-2014-NP1868582-41724,2014-03-30,Standard Class,4,11.0,Medium,2014,3,30
US-2013-FA14230140-41577,2013-11-02,Second Class,3,6.0,Medium,2013,11,2
IS-2014-AO81063-41906,2014-09-28,Second Class,4,11.0,Medium,2014,9,28
ES-2013-BW1111096-41336,2013-03-09,Standard Class,6,11.0,Medium,2013,3,9
ID-2015-BV1124527-42232,2015-08-22,Standard Class,6,11.0,Medium,2015,8,22
IN-2015-Co1264088-42365,2015-12-31,Standard Class,4,11.0,Medium,2015,12,31
IT-2015-CY1274591-42232,2015-08-21,Standard Class,5,11.0,Medium,2015,8,21
ES-2013-GT1475545-41597,2013-11-26,Standard Class,7,11.0,Medium,2013,11,26
ID-2015-KH16510102-42052,2015-02-18,First Class,1,11.0,Medium,2015,2,18
CA-2013-FA14230140-41313,2013-02-10,Second Class,2,5.0,Medium,2013,2,10
ID-2015-NP18685144-42105,2015-04-16,Second Class,5,11.0,Medium,2015,4,16
KE-2015-PL892569-42010,2015-01-10,Standard Class,4,11.0,Medium,2015,1,10
MX-2015-MC1742539-42104,2015-04-16,Standard Class,6,11.0,Medium,2015,4,16
MX-2012-SC2005028-41177,2012-09-30,Second Class,5,11.0,Medium,2012,9,30
MX-2013-BF1127518-41583,2013-11-09,Standard Class,4,11.0,Medium,2013,11,9
MX-2013-JC1538531-41431,2013-06-10,Standard Class,4,11.0,Medium,2013,6,10
ID-2014-BP1115559-41849,2014-08-03,Standard Class,5,11.0,Medium,2014,8,3
ID-2014-CK1220527-41948,2014-11-11,Standard Class,6,11.0,Medium,2014,11,11
ES-2015-IG15085120-42263,2015-09-21,Second Class,5,11.0,Medium,2015,9,21
ES-2015-KM1637591-42236,2015-08-25,Standard Class,5,11.0,Medium,2015,8,25
IN-2012-KB1658527-41106,2012-07-21,Standard Class,5,11.0,Medium,2012,7,21
IN-2014-KB1658558-41994,2014-12-26,Standard Class,5,11.0,Medium,2014,12,26
ES-2013-MS1736564-41594,2013-11-20,Standard Class,4,11.0,Medium,2013,11,20
ID-2015-ME1772597-42308,2015-11-02,First Class,2,11.0,Medium,2015,11,2
CG-2015-MH811533-42225,2015-08-15,Standard Class,6,11.0,Medium,2015,8,15
IN-2015-PO191957-42070,2015-03-12,Standard Class,5,11.0,Medium,2015,3,12
CA-2013-FA14230140-41313,2013-02-10,Second Class,2,3.0,Low,2013,2,10
ES-2014-RE19405139-41949,2014-11-10,Standard Class,4,11.0,Medium,2014,11,10
CA-2013-FA14230140-41457,2013-07-04,First Class,2,2.0,Low,2013,7,4
MX-2015-TB2162551-42234,2015-08-23,Standard Class,5,11.0,Medium,2015,8,23
MX-2014-JF1541531-41978,2014-12-05,Same Day,0,11.0,Medium,2014,12,5
MX-2014-HG1484536-41928,2014-10-21,Second Class,5,11.0,Medium,2014,10,21
MX-2015-CM1183018-42131,2015-05-11,Standard Class,4,11.0,Medium,2015,5,11
MX-2015-SP2054582-42353,2015-12-19,Standard Class,4,11.0,Medium,2015,12,19
US-2013-TB2128055-41619,2013-12-13,Second Class,2,11.0,Medium,2013,12,13
CA-2014-FA14230140-41964,2014-11-26,Standard Class,5,1.0,Low,2014,11,26
ES-2012-CB12415139-41132,2012-08-18,Standard Class,7,11.0,Medium,2012,8,18
ID-2015-DM130157-42158,2015-06-04,First Class,1,11.0,Medium,2015,6,4
ES-2015-DB1327048-42360,2015-12-26,Standard Class,4,11.0,Medium,2015,12,26
CA-2013-FA14230140-41457,2013-07-04,First Class,2,1.0,Low,2013,7,4
MX-2015-BF1127593-42282,2015-10-10,Standard Class,5,11.0,Medium,2015,10,10
MX-2012-JS1559539-41009,2012-04-12,Second Class,2,11.0,Medium,2012,4,12
MX-2014-JL1523593-41776,2014-05-19,Second Class,2,11.0,Medium,2014,5,19
US-2013-FA14230140-41577,2013-11-02,Second Class,3,1.0,Low,2013,11,2
ES-2013-DK12985139-41352,2013-03-21,First Class,2,11.0,Medium,2013,3,21
IN-2015-JB1592558-42272,2015-10-02,Standard Class,7,11.0,Medium,2015,10,2
SF-2012-LL6840117-41053,2012-05-29,Standard Class,5,11.0,Medium,2012,5,29
IN-2013-LH169007-41638,2014-01-03,Standard Class,4,11.0,Medium,2014,1,3
ES-2015-MB173058-42113,2015-04-22,First Class,3,11.0,Medium,2015,4,22
ES-2012-MC1757548-41135,2012-08-20,Standard Class,6,11.0,Medium,2012,8,20
CA-2012-FA14230140-41170,2012-09-23,Standard Class,5,1.0,Low,2012,9,23
ID-2014-SC2080059-41922,2014-10-15,Standard Class,5,11.0,Medium,2014,10,15
US-2014-MA1756055-41949,2014-11-11,Standard Class,5,11.0,Medium,2014,11,11
MX-2013-RB1979518-41322,2013-02-21,Standard Class,4,11.0,Medium,2013,2,21
MX-2015-ZC2191018-42259,2015-09-18,Standard Class,6,11.0,Medium,2015,9,18
MX-2013-JF1535582-41570,2013-10-29,Standard Class,6,11.0,Medium,2013,10,29
IN-2015-CK1259527-42196,2015-07-15,Standard Class,4,11.0,Medium,2015,7,15
PL-2015-FO4305103-42257,2015-09-15,Standard Class,5,11.0,Medium,2015,9,15
IN-2015-JH1598592-42346,2015-12-10,Second Class,2,11.0,Medium,2015,12,10
CA-2014-FC14245140-41930,2014-10-22,Second Class,4,274.0,High,2014,10,22
ES-2015-TS2108564-42133,2015-05-13,Standard Class,4,11.0,Medium,2015,5,13
CA-2014-FC14245140-41930,2014-10-22,Second Class,4,59.0,High,2014,10,22
US-2012-TT2107082-41219,2012-11-09,First Class,3,11.0,Medium,2012,11,9
MX-2014-BG1103582-41905,2014-09-29,Standard Class,6,11.0,Medium,2014,9,29
MX-2015-KE1642031-42252,2015-09-08,Second Class,3,11.0,Medium,2015,9,8
MX-2012-QJ1925582-40949,2012-02-14,Standard Class,4,11.0,Medium,2012,2,14
IN-2012-BE113357-41011,2012-04-18,Standard Class,6,11.0,Medium,2012,4,18
CA-2015-FC14245140-42070,2015-03-11,Standard Class,4,24.0,High,2015,3,11
IT-2014-JM1553564-41816,2014-07-01,Second Class,5,11.0,Medium,2014,7,1
CA-2015-FC14245140-42070,2015-03-11,Standard Class,4,21.0,High,2015,3,11
CA-2015-FC14245140-42256,2015-09-10,First Class,1,20.0,High,2015,9,10
IN-2013-LH167507-41440,2013-06-19,Second Class,4,11.0,Medium,2013,6,19
SA-2015-TM11490110-42314,2015-11-10,Standard Class,4,11.0,Medium,2015,11,10
MX-2012-KH1636039-41208,2012-10-30,Standard Class,4,11.0,Medium,2012,10,30
IN-2013-AS1013527-41573,2013-10-26,Same Day,0,11.0,Medium,2013,10,26
IN-2012-AC104507-41166,2012-09-19,Standard Class,5,11.0,Medium,2012,9,19
ES-2013-AA10480139-41350,2013-03-21,Second Class,4,11.0,Medium,2013,3,21
ES-2013-CM1219064-41364,2013-04-05,Standard Class,5,11.0,Medium,2013,4,5
IN-2012-JL15130130-41199,2012-10-22,Standard Class,5,11.0,Medium,2012,10,22
ES-2013-KL16555139-41509,2013-08-25,First Class,2,11.0,Medium,2013,8,25
CA-2015-FC14245140-42256,2015-09-10,First Class,1,15.0,Medium,2015,9,10
ID-2013-TC21145102-41591,2013-11-16,First Class,3,11.0,Medium,2013,11,16
AG-2015-TB112503-42368,2016-01-04,Second Class,5,11.0,Medium,2016,1,4
MX-2015-HM1498051-42199,2015-07-20,Standard Class,6,11.0,Medium,2015,7,20
MX-2014-CL1270082-41900,2014-09-22,Standard Class,4,11.0,Medium,2014,9,22
MX-2015-PV1898518-42305,2015-10-28,Same Day,0,11.0,Medium,2015,10,28
MX-2014-CK1259528-41857,2014-08-10,Second Class,4,11.0,Medium,2014,8,10
IN-2015-BD1156058-42325,2015-11-21,Standard Class,4,11.0,Medium,2015,11,21
CA-2015-FC14245140-42299,2015-10-26,Standard Class,4,13.0,Medium,2015,10,26
ID-2013-EH1418597-41485,2013-08-03,Standard Class,4,11.0,Medium,2013,8,3
TU-2014-JJ5445134-41976,2014-12-07,Standard Class,4,11.0,Medium,2014,12,7
IN-2014-KD164957-41901,2014-09-19,Same Day,0,11.0,Medium,2014,9,19
CG-2014-LC688533-41768,2014-05-11,First Class,2,11.0,Medium,2014,5,11
IR-2015-MG768060-42109,2015-04-18,First Class,3,11.0,Medium,2015,4,18
ES-2013-RF1973545-41612,2013-12-08,Standard Class,4,11.0,Medium,2013,12,8
IT-2015-SL2015564-42340,2015-12-07,Standard Class,5,11.0,Medium,2015,12,7
NI-2015-SF1020095-42228,2015-08-17,Standard Class,5,11.0,Medium,2015,8,17
CA-2013-FC14245140-41618,2013-12-15,Standard Class,5,4.0,Medium,2013,12,15
ES-2012-BP1123064-40999,2012-04-03,First Class,3,11.0,Medium,2012,4,3
IN-2015-BP112307-42278,2015-10-05,Standard Class,4,11.0,Medium,2015,10,5
CA-2015-FC14245140-42070,2015-03-11,Standard Class,4,1.0,Low,2015,3,11
CA-2015-FC14245140-42070,2015-03-11,Standard Class,4,1.0,Low,2015,3,11
IN-2012-LT1711059-40946,2012-02-14,Standard Class,7,11.0,Medium,2012,2,14
IN-2013-MG1769558-41620,2013-12-18,Standard Class,6,11.0,Medium,2013,12,18
CA-2013-FC14245140-41438,2013-06-15,Second Class,2,1.0,Low,2013,6,15
IN-2012-TC2098027-41034,2012-05-09,Standard Class,4,11.0,Medium,2012,5,9
ES-2014-TH21100125-41767,2014-05-13,Standard Class,5,11.0,Medium,2014,5,13
ID-2013-ZC2191059-41510,2013-08-27,Second Class,3,11.0,Medium,2013,8,27
ES-2015-BW1106564-42189,2015-07-09,Standard Class,5,11.0,Medium,2015,7,9
ES-2015-KD1649545-42314,2015-11-11,Standard Class,5,11.0,Medium,2015,11,11
SF-2015-ML7755117-42060,2015-03-02,Standard Class,5,11.0,Medium,2015,3,2
IN-2014-RB1933027-41979,2014-12-10,Standard Class,4,11.0,Medium,2014,12,10
CA-2015-FC14245140-42299,2015-10-26,Standard Class,4,1.0,Low,2015,10,26
US-2014-TB2135555-41860,2014-08-12,Second Class,3,11.0,Medium,2014,8,12
ES-2015-BP1115545-42320,2015-11-14,First Class,2,11.0,Medium,2015,11,14
ES-2015-CK1232548-42274,2015-10-03,Standard Class,6,11.0,Medium,2015,10,3
TU-2012-JF5355134-40934,2012-01-31,Standard Class,5,11.0,Medium,2012,1,31
ES-2013-PB18805120-41591,2013-11-15,First Class,2,11.0,Medium,2013,11,15
SA-2014-SB10290110-41975,2014-12-06,Standard Class,4,11.0,Medium,2014,12,6
ES-2014-SO2033548-41954,2014-11-16,Standard Class,5,11.0,Medium,2014,11,16
ID-2015-SG2060592-42117,2015-04-29,Standard Class,6,11.0,Medium,2015,4,29
US-2014-SC2005018-41783,2014-05-31,Standard Class,7,11.0,Medium,2014,5,31
MX-2014-IL1510082-41674,2014-02-08,Standard Class,4,11.0,Medium,2014,2,8
ES-2014-AA1037564-42003,2015-01-02,First Class,3,11.0,Medium,2015,1,2
SO-2014-CS2400116-41989,2014-12-20,Standard Class,4,11.0,Medium,2014,12,20
IN-2014-DK1289559-41697,2014-03-04,Standard Class,5,11.0,Medium,2014,3,4
IN-2013-EH137657-41447,2013-06-27,Second Class,5,11.0,Medium,2013,6,27
ES-2015-LS16945139-42342,2015-12-06,Second Class,2,11.0,Medium,2015,12,6
EG-2012-MC727538-41130,2012-08-11,Second Class,2,11.0,Medium,2012,8,11
IN-2015-MC1757527-42066,2015-03-05,First Class,2,11.0,Medium,2015,3,5
CM-2015-MH762022-42124,2015-05-05,Standard Class,5,11.0,Medium,2015,5,5
EG-2014-NL831038-41794,2014-06-06,First Class,2,11.0,Medium,2014,6,6
ID-2014-RF197357-41675,2014-02-09,Standard Class,4,11.0,Medium,2014,2,9
ES-2013-RD19810139-41457,2013-07-06,Standard Class,4,11.0,Medium,2013,7,6
RO-2015-SE10110107-42192,2015-07-12,Standard Class,5,11.0,Medium,2015,7,12
CA-2015-FC14245140-42299,2015-10-26,Standard Class,4,1.0,Low,2015,10,26
IT-2012-SJ2050064-40932,2012-01-26,First Class,2,11.0,Medium,2012,1,26
ES-2015-ST2053045-42293,2015-10-17,First Class,1,11.0,Medium,2015,10,17
US-2015-RK1930018-42206,2015-07-23,Second Class,2,11.0,Medium,2015,7,23
US-2015-LB1679582-42322,2015-11-19,Standard Class,5,11.0,Medium,2015,11,19
MX-2013-PB1915082-41410,2013-05-16,Same Day,0,11.0,Medium,2013,5,16
MX-2015-KB1624039-42364,2015-12-30,Standard Class,4,11.0,Medium,2015,12,30
CA-2013-FC14245140-41536,2013-09-23,Standard Class,4,1.0,Low,2013,9,23
IN-2013-AM1070527-41535,2013-09-22,Standard Class,4,11.0,Medium,2013,9,22
CA-2012-FG14260140-41049,2012-05-25,Standard Class,5,29.0,High,2012,5,25
ES-2014-JF1556545-41886,2014-09-10,Standard Class,6,11.0,Medium,2014,9,10
ES-2014-JE161658-41986,2014-12-17,Standard Class,4,11.0,Medium,2014,12,17
SF-2015-MC7845117-42007,2015-01-09,Standard Class,6,11.0,Medium,2015,1,9
ID-2013-RD19585102-41285,2013-01-16,Standard Class,5,11.0,Medium,2013,1,16
CA-2012-FG14260140-41049,2012-05-25,Standard Class,5,22.0,High,2012,5,25
BO-2012-SS1059013-41132,2012-08-13,Second Class,2,11.0,Medium,2012,8,13
ID-2014-TT2122088-41999,2014-12-30,Standard Class,4,11.0,Medium,2014,12,30
MX-2012-TZ2144582-41165,2012-09-17,Standard Class,4,11.0,Medium,2012,9,17
MX-2014-NM1844518-41845,2014-07-27,First Class,2,11.0,Medium,2014,7,27
TU-2013-EM4095134-41356,2013-03-30,Standard Class,7,11.0,Medium,2013,3,30
IT-2013-LH17155124-41510,2013-08-28,Standard Class,4,11.0,Medium,2013,8,28
CA-2015-FG14260140-42196,2015-07-15,Standard Class,4,16.0,Medium,2015,7,15
IN-2015-RB193307-42187,2015-07-06,Standard Class,4,11.0,Medium,2015,7,6
IN-2015-TS2143059-42264,2015-09-21,Standard Class,4,11.0,Medium,2015,9,21
MX-2013-CC1243082-41444,2013-06-23,Standard Class,4,11.0,Medium,2013,6,23
MX-2014-MC1763518-41880,2014-09-02,Standard Class,4,11.0,Medium,2014,9,2
MX-2013-MG1769582-41285,2013-01-18,Standard Class,7,11.0,Medium,2013,1,18
CA-2015-FG14260140-42280,2015-10-08,Standard Class,5,6.0,Medium,2015,10,8
CA-2015-FG14260140-42335,2015-12-01,Standard Class,4,6.0,Medium,2015,12,1
IN-2015-AT1073527-42292,2015-10-21,Standard Class,6,11.0,Medium,2015,10,21
CA-2015-FG14260140-42293,2015-10-19,Second Class,3,5.0,Medium,2015,10,19
ID-2013-LT17110130-41513,2013-08-29,Second Class,2,11.0,Medium,2013,8,29
IN-2014-MH1778527-41697,2014-02-28,First Class,1,11.0,Medium,2014,2,28
IN-2015-MC1810027-42308,2015-11-05,Second Class,5,11.0,Medium,2015,11,5
IN-2012-PO1886511-40940,2012-02-03,Second Class,2,11.0,Medium,2012,2,3
ID-2012-SC2026097-41164,2012-09-16,Second Class,4,11.0,Medium,2012,9,16
ES-2015-TT21220139-42322,2015-11-20,Standard Class,6,11.0,Medium,2015,11,20
CA-2012-FG14260140-41229,2012-11-21,Second Class,5,3.0,Low,2012,11,21
ES-2014-GH1441064-41678,2014-02-13,Standard Class,5,11.0,Medium,2014,2,13
IN-2013-JR1570058-41441,2013-06-22,Standard Class,6,11.0,Medium,2013,6,22
UP-2015-JD6150137-42138,2015-05-20,Standard Class,6,11.0,Medium,2015,5,20
ES-2012-JH16180139-41090,2012-07-02,First Class,2,11.0,Medium,2012,7,2
IN-2012-ME1732092-41059,2012-06-02,First Class,3,11.0,Medium,2012,6,2
CA-2015-FG426023-42214,2015-08-04,Standard Class,6,2.0,Low,2015,8,4
IN-2015-RP1927058-42296,2015-10-24,Standard Class,5,11.0,Medium,2015,10,24
CA-2015-FG14260140-42335,2015-12-01,Standard Class,4,2.0,Low,2015,12,1
ID-2013-TM210107-41492,2013-08-10,Second Class,4,11.0,Medium,2013,8,10
MX-2013-KD1661554-41401,2013-05-10,First Class,3,11.0,Medium,2013,5,10
MX-2014-JL1513082-41696,2014-03-03,Standard Class,5,11.0,Medium,2014,3,3
MX-2014-TH2110018-41968,2014-11-30,Standard Class,5,11.0,Medium,2014,11,30
MX-2015-MC1760582-42179,2015-06-28,Standard Class,4,11.0,Medium,2015,6,28
RO-2015-AI855107-42166,2015-06-16,Standard Class,5,11.0,Medium,2015,6,16
ES-2013-BD1160548-41580,2013-11-07,Standard Class,5,11.0,Medium,2013,11,7
ID-2015-CJ1187597-42147,2015-05-27,Standard Class,4,11.0,Medium,2015,5,27
CA-2015-FG14260140-42267,2015-09-20,Same Day,0,1.0,Low,2015,9,20
IN-2015-GK1462058-42307,2015-11-03,Standard Class,4,11.0,Medium,2015,11,3
IN-2015-JK1609058-42258,2015-09-15,Standard Class,4,11.0,Medium,2015,9,15
ES-2013-JP16135120-41489,2013-08-07,Standard Class,4,11.0,Medium,2013,8,7
CA-2012-FG14260140-41049,2012-05-25,Standard Class,5,1.0,Low,2012,5,25
CA-2015-FG14260140-42280,2015-10-08,Standard Class,5,1.0,Low,2015,10,8
ID-2015-PF192257-42242,2015-08-31,Standard Class,5,11.0,Medium,2015,8,31
IN-2015-SZ200357-42190,2015-07-09,Standard Class,4,11.0,Medium,2015,7,9
IN-2014-SF202007-41796,2014-06-06,Same Day,0,11.0,Medium,2014,6,6
IN-2012-TD2099558-41177,2012-09-27,Second Class,2,11.0,Medium,2012,9,27
IZ-2013-TB1105561-41441,2013-06-20,Standard Class,4,11.0,Medium,2013,6,20
RS-2015-TC11145108-42178,2015-06-23,Same Day,0,11.0,Medium,2015,6,23
ES-2014-TS2116045-41817,2014-07-01,Standard Class,4,11.0,Medium,2014,7,1
MX-2013-CK1232539-41615,2013-12-11,Standard Class,4,11.0,Medium,2013,12,11
IN-2014-AS1028558-41877,2014-08-30,Standard Class,4,11.0,Medium,2014,8,30
IN-2013-CM1238559-41622,2013-12-18,Standard Class,4,11.0,Medium,2013,12,18
IN-2013-GT1471058-41450,2013-06-27,First Class,2,11.0,Medium,2013,6,27
CA-2015-FH14275140-42319,2015-11-17,Standard Class,6,102.0,High,2015,11,17
ID-2013-JC1610559-41461,2013-07-09,First Class,3,11.0,Medium,2013,7,9
IN-2014-JP161357-41864,2014-08-19,Standard Class,6,11.0,Medium,2014,8,19
ID-2013-KA1652559-41436,2013-06-15,Standard Class,4,11.0,Medium,2013,6,15
CA-2015-FH14275140-42258,2015-09-11,Same Day,0,59.0,High,2015,9,11
ES-2015-NS1850564-42167,2015-06-18,Standard Class,6,11.0,Medium,2015,6,18
CA-2014-FH14275140-41956,2014-11-16,Second Class,3,46.0,High,2014,11,16
ES-2014-SG2008045-41671,2014-02-05,Standard Class,4,11.0,Medium,2014,2,5
IR-2012-VD1167060-41177,2012-09-29,Standard Class,4,11.0,Medium,2012,9,29
IN-2015-VW217757-42335,2015-12-02,Second Class,5,11.0,Medium,2015,12,2
MX-2012-AB1016551-41075,2012-06-18,Second Class,3,11.0,Medium,2012,6,18
US-2012-MC18100143-41251,2012-12-12,Standard Class,4,11.0,Medium,2012,12,12
EG-2012-AP72038-40970,2012-03-06,Standard Class,4,11.0,Medium,2012,3,6
CA-2015-FH14275140-42319,2015-11-17,Standard Class,6,45.0,High,2015,11,17
CA-2012-FH14275140-41004,2012-04-09,Second Class,4,42.0,High,2012,4,9
ES-2015-JB16000139-42088,2015-03-31,Standard Class,6,11.0,Medium,2015,3,31
IN-2015-MG1789092-42158,2015-06-08,Standard Class,5,11.0,Medium,2015,6,8
IN-2013-OT1873058-41462,2013-07-12,Standard Class,5,11.0,Medium,2013,7,12
ES-2015-SN2071014-42181,2015-07-03,Standard Class,7,11.0,Medium,2015,7,3
IN-2012-VP2173058-41140,2012-08-22,Second Class,3,11.0,Medium,2012,8,22
MX-2014-JH1543039-41858,2014-08-09,Second Class,2,11.0,Medium,2014,8,9
MX-2012-SG2060539-41019,2012-04-23,First Class,3,11.0,Medium,2012,4,23
ES-2012-AB1001564-41150,2012-08-31,Second Class,2,11.0,Medium,2012,8,31
SL-2013-CC2145112-41593,2013-11-21,Standard Class,6,11.0,Medium,2013,11,21
CA-2015-FH14275140-42189,2015-07-07,Second Class,3,40.0,High,2015,7,7
ES-2013-JL15505120-41310,2013-02-07,Second Class,2,11.0,Medium,2013,2,7
TZ-2014-LW6825129-41829,2014-07-11,First Class,2,11.0,Medium,2014,7,11
SA-2012-MM7260110-41269,2012-12-28,Second Class,2,11.0,Medium,2012,12,28
EG-2013-NM844538-41513,2013-08-30,Second Class,3,11.0,Medium,2013,8,30
IN-2013-SH2063558-41517,2013-09-03,First Class,3,11.0,Medium,2013,9,3
MX-2014-KC1667518-41823,2014-07-06,First Class,3,11.0,Medium,2014,7,6
MX-2015-VF2171582-42074,2015-03-16,Standard Class,5,11.0,Medium,2015,3,16
MX-2015-FW1439518-42209,2015-07-28,Standard Class,4,11.0,Medium,2015,7,28
MX-2015-CM1193518-42333,2015-11-28,Second Class,3,11.0,Medium,2015,11,28
MX-2012-HJ1487582-41149,2012-08-31,Second Class,3,11.0,Medium,2012,8,31
CA-2012-FH14275140-41202,2012-10-25,Standard Class,5,34.0,High,2012,10,25
CA-2015-FH14275140-42189,2015-07-07,Second Class,3,21.0,High,2015,7,7
IN-2015-EB137507-42007,2015-01-05,Second Class,2,11.0,Medium,2015,1,5
ES-2012-JK156408-41261,2012-12-22,Standard Class,4,11.0,Medium,2012,12,22
ES-2014-PK1907544-41703,2014-03-08,First Class,3,11.0,Medium,2014,3,8
MX-2014-KW1643582-41915,2014-10-04,First Class,1,11.0,Medium,2014,10,4
US-2013-HD1478598-41583,2013-11-11,Standard Class,6,11.0,Medium,2013,11,11
IT-2012-AS1024045-40934,2012-01-29,Second Class,3,11.0,Medium,2012,1,29
IN-2012-AS1028527-41034,2012-05-11,Standard Class,6,11.0,Medium,2012,5,11
ES-2013-AJ1096048-41545,2013-10-02,Standard Class,4,11.0,Medium,2013,10,2
CA-2012-FH14275140-41202,2012-10-25,Standard Class,5,10.0,Medium,2012,10,25
CM-2012-FW439522-41062,2012-06-07,Standard Class,5,11.0,Medium,2012,6,7
ID-2014-JS15595130-41963,2014-11-26,Standard Class,6,11.0,Medium,2014,11,26
CM-2013-LT676522-41638,2014-01-04,Second Class,5,11.0,Medium,2014,1,4
IN-2013-LW1699027-41565,2013-10-23,Standard Class,5,11.0,Medium,2013,10,23
IN-2012-MG1820527-41195,2012-10-19,Standard Class,6,11.0,Medium,2012,10,19
IN-2015-MW1823558-42157,2015-06-04,Second Class,2,11.0,Medium,2015,6,4
IN-2013-SH199757-41487,2013-08-06,Standard Class,5,11.0,Medium,2013,8,6
